"From GNB,RF"
0.1396682720173888,-0.038816626606144045,KNN
0.14131247432001062,0.22039386289875182,KNN
0.1425467931232011,-0.039573028611345026,KNN
0.14770646013495606,-0.04092522797606574,KNN
0.14870954386846322,-0.041187567947053735,KNN
0.14954824056588006,0.3951834515839286,KNN
0.15209027162917463,0.2144638223930612,KNN
0.15216223514599253,0.3234887197288258,DT
0.15298841746825947,-0.04230467189412826,KNN
0.15648561095672775,0.320821121421376,DT
0.15817964379636973,-0.043655707160505985,KNN
0.1592697508046399,0.31910932029950223,DT
0.15956850483295265,0.38441911511906507,DT
0.1610420565625631,0.31802208051127967,DT
0.16417132950342583,-0.04520928114902875,KNN
0.1676852548984754,0.20602412475790421,KNN
0.17054154146957337,0.4463950387506779,DT
0.17093201332695163,-0.04695483396882098,KNN
0.17175700496777668,-0.047167303188743376,KNN
0.17216349346958962,-0.04727194778003496,KNN
0.17230386748805868,0.2035551741759241,KNN
0.1724673966999897,0.4450725720598938,DT
0.17309531288564475,0.3106772870018064,DT
0.17726111431812716,-0.04858185471982429,KNN
0.18006650238326977,-0.049300843355601254,KNN
0.18081280158295934,0.19904173309520803,KNN
0.18975972289648654,-0.051774758214213346,KNN
0.19036972036697686,-0.051929906157776845,KNN
0.192088920996345,-0.052366829428957345,KNN
0.1939315347887689,-0.052834557545890476,KNN
0.1949966238553364,-0.053104655055265765,KNN
0.196443726401054,-0.053471317861735035,KNN
0.19688845053993123,-0.05358392906328771,KNN
0.1988811485662585,-0.054088097496095805,KNN
0.199334110648028,-0.054202606003820625,KNN
0.20149921378765454,0.3615684955129378,KNN
0.2019913510633801,0.3571931540464083,DT
0.2078941619638633,-0.05635999729569946,KNN
0.20889687091530873,0.352846744446341,DT
0.2093166348508808,-0.05671729096733602,KNN
0.21080261478747128,-0.05709016690136762,KNN
0.21252544291812817,-0.05752200242922392,KNN
0.21421379139279997,-0.0579447029278648,KNN
0.2211717775748555,-0.05968157676810737,KNN
0.22299926128319741,-0.06013638260441928,KNN
0.22443130416661006,0.17657213733470595,KNN
0.2253236637330009,-0.060714028127213215,KNN
0.22546027223063536,-0.06074794831194197,KNN
0.22582994816398066,-0.06083972355991449,KNN
0.22749876894688434,-0.06125373030936257,KNN
0.22779710560618213,-0.061327692215359275,KNN
