"From DT,RF"
0.5677244336806979,-0.13396698731527074,KNN
0.5685112980979654,-0.09696393782101204,GNB
0.5691032947279886,-0.13420204559931587,KNN
0.5707040779120867,0.15329767523795956,KNN
0.5715897346162941,-0.13462429796269637,KNN
0.5720752981604722,-0.1347065132489495,KNN
0.573716937847327,-0.09809344592127162,GNB
0.5737519676970644,-0.09810101282224604,GNB
0.5741543829688136,-0.1350576353704015,KNN
0.5758628935309084,-0.09855616115280463,GNB
0.5770462790012865,0.32039284511890975,KNN
0.5772288773871503,-0.09884980628300821,GNB
0.5781010756478229,-0.0990369385739801,GNB
0.5786882776452686,0.024816629626977726,KNN
0.5796460384857959,-0.13597794551997205,KNN
0.582681443537782,0.11006332934135343,GNB
0.5836199890432446,-0.13663737107068719,KNN
0.5836901412430391,-0.10022931020653175,GNB
0.5840858927158723,-0.10031329282842116,GNB
0.5861751902344391,-0.13705843168856174,KNN
0.5870747489731911,0.31321455676335574,KNN
0.5875880270231687,-0.13729024930166078,KNN
0.5879646551193028,-0.10113325104543869,GNB
0.5928160012024517,-0.13814180773253315,KNN
0.5933083728807367,0.10520409029602518,GNB
0.5936941797244673,-0.13828387667003617,KNN
0.5938942906880212,0.10493726106873758,GNB
0.5946372083147609,-0.13843612255767812,KNN
0.595183156069825,-0.13852411312563284,KNN
0.5959259053430166,-0.13864364613246005,KNN
0.5960580899418297,0.10395284521552217,GNB
0.597179503104671,-0.13884492972720863,KNN
0.6018422244941539,-0.13958846607740705,KNN
0.6042543591494138,-0.1399699076808396,KNN
0.6087860907779402,-0.1406805324948187,KNN
0.6109749675342389,-0.1410209364188153,KNN
0.6110471256058815,-0.14103212638938334,KNN
0.6140794945147021,0.24519537039894246,GNB
0.6174147983078021,-0.10716623071009157,GNB
0.6180426203492572,-0.10729101400447394,GNB
0.6219484433550219,-0.10806360610879084,GNB
0.6219766849514698,-0.14270326875393124,KNN
0.6252140552933101,-0.10870461038831558,GNB
0.628116790727004,-0.1092705603687597,GNB
0.6299234659269718,-0.10962097662920611,GNB
0.6310747937769114,-0.10984354550829312,GNB
0.6316727745140108,0.25511081421874293,GNB
0.6355097755391241,0.32583788469140207,KNN
0.6357317211507612,-0.1107378841085278,GNB
0.6361013199083045,-0.14479068767864212,KNN
0.6364825307805717,-0.14484585803266692,KNN
0.6415457529591574,0.2075105225124968,KNN
0.6441793530143326,-0.14594625329420247,KNN
0.6486915032191066,-0.1465791566196012,KNN
0.6501901685456856,-0.14678733804885746,KNN
0.6504198817750675,-0.14681915749161578,KNN
0.653405069334101,-0.11404332350651758,GNB
0.6554161305963511,-0.1475052330526958,KNN
0.6570909297653278,-0.14773262256451303,KNN
0.65893302717645,-0.11504745648887138,GNB
0.6590575226679752,-0.11506990271595752,GNB
0.6665274646393653,-0.11640295393606359,GNB
0.6671918949662575,0.305772772266654,GNB
0.6695566892840513,-0.14938308904029662,KNN
0.6696867978255809,-0.11695849582461615,GNB
0.6720853353139722,-0.1497086179435655,KNN
0.6731193690657462,0.06993558085192486,GNB
0.6744862642051335,-0.1177928583612069,GNB
0.6752291534632149,-0.15010886543604562,KNN
0.6755051243769817,0.06891599921260594,GNB
0.6759412363451631,0.06872984936711002,GNB
0.6763132658781678,-0.15024572412633475,KNN
0.6774943206588188,-0.11830981554903042,GNB
0.677808480070335,0.0679336349813967,GNB
0.6791063206181243,-0.15059554421340415,KNN
0.6799203187397058,-0.15069673642996861,KNN
0.680420404591972,-0.15075873386495298,KNN
0.6805786411903213,-0.11883502582867156,GNB
0.6818384555263723,0.24559689596845036,KNN
0.6829678620198583,-0.15107252177307162,KNN
0.6850840293219184,0.06484369958531588,GNB
0.686014963770962,0.06444977002206032,GNB
0.6862200606816236,-0.15146813782380664,KNN
0.6879530285651669,0.09616263653708945,KNN
0.6889902409490148,-0.151800653908164,KNN
